Código;Código Generico Centro;Nombre Centro;Area Territorial;Titularidad;Tel;Fax;Web;E-Mail;Provincia;Municipio;Localidad;Código Postal;Dirección;Número
28008909;CPR INF-PRI-SEC;SAGRADO CORAZON;Madrid-Capital;Privado Concertado;913531380;913592142;http://www.educa.madrid.org/cc.sagradocorazon-chamartin.madrid;cc.sagradocorazon-chamartin.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28016;AVENIDA  DE ALFONSO XIII;127
28008910;CPR INF-PRI-SEC;SAGRADO CORAZON;Madrid-Capital;Privado Concertado;913030140;913801161;http://www.educa.madrid.org/cc.sgdocorazon.madrid;cc.sgdocorazon.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28031;CALLE  DE SAN JAIME;21
28008922;CPR INF-PRI-SEC;SANTA MARIA MICAELA;Madrid-Capital;Privado Concertado;914661300;914662099;http://www.educa.madrid.org/cc.smmicaela.madrid;cc.smmicaela.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28047;CALLE  VÍA CARPETANA;105
28008934;CPR INF-PRI-SEC;LA SALLE-SAGRADO CORAZON;Madrid-Capital;Privado Concertado;917385300;917307493;http://www.educa.madrid.org/cc.lasallesg.madrid;cc.lasallesg.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28035;AVENIDA  DEL CARDENAL HERRERA ORIA;242
28008946;CPR INF-PRI-SEC;SAGRADOS CORAZONES;Madrid-Capital;Privado Concertado;915496750;915499764;http://www.educa.madrid.org/cc.sagradoscorazones.madrid;cc.sagradoscorazones.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28008;CALLE  DE MARTÍN DE LOS HEROS;91
28008958;CPR INF-PRI-SEC;ENRIQUETA AYMER;Madrid-Capital;Privado Concertado;917052100;915090212;http://www.educa.madrid.org/cc.enriquetaaymer.madrid;cc.enriquetaaymer.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28044;CALLE  DE MIRABEL;38
28008971;CPR INF;KINDERGARTEN LA SALLE;Madrid-Capital;Privado;915635176;915643166;;kinder@kinderlasalle.com;MADRID;MADRID;MADRID;28002;CALLE  DE ALFONSO RODRÍGUEZ SANTAMARÍA;23-25
28008995;CPR INF-PRI;SAN ANTONIO;Madrid-Capital;Privado Concertado;915339106;914560029;http://www.educa.madrid.org/cc.sanantonio.madrid;cc.sanantonio.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28020;CALLE  DE BRAVO MURILLO;150
28009033;CPR INF-PRI-SEC;SAN BUENAVENTURA;Madrid-Capital;Privado Concertado;915267161;914641687;http://www.educa.madrid.org/cc.sanbuenaventura.madrid;cc.sanbuenaventura.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28011;CALLE  DE EL GRECO;16
28009069;CPR INF-PRI-SEC;ARTURO SORIA;Madrid-Capital;Privado;914157295;915192532;;direccion@colegioarturosoria.org;MADRID;MADRID;MADRID;28043;CALLE  DEL DUQUE DE TAMAMES;9
28009082;CPR INF-PRI-SEC;SAN EULOGIO;Madrid-Capital;Privado Concertado;913322848;913322848;http://www.educa.madrid.org/cc.saneulogio.madrid;cc.saneulogio.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28031;CALLE  DE LA REVOLTOSA;17
28009185;CPR INF-PRI;SAN JAIME APOSTOL;Madrid-Capital;Privado Concertado;917980889;917230249;;sjaimea@planalfa.es;MADRID;MADRID;MADRID;28021;CALLE  DE JUAN JOSÉ MARTÍNEZ SECO;54
28009203;CPR INF-PRI-SEC;SAN JAVIER;Madrid-Capital;Privado Concertado;914734216;914737568;http://www.educa.madrid.org/cc.sanjavier.madrid;cc.sanjavier.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28045;PASEO  DE SANTA MARÍA DE LA CABEZA;85
28009215;CPR INF-PRI-SEC;SAN JOSE;Madrid-Capital;Privado Concertado;914771158;914771158;http://www.educa.madrid.org/cc.sanjosevallecas.madrid;cc.sanjosevallecas.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28053;CALLE  DE FRANCISCO LAGUNA;21
28009264;CPR INF-PRI-SEC;SAN JOSE;Madrid-Capital;Privado Concertado;913667203;913667202;http://www.educa.madrid.org/cc.san_jose.madrid;cc.san_jose.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28005;CALLE  DE MORENO NIETO;1
28009288;CPR INF;SAN JOSE DE CLUNY;Madrid-Capital;Privado Concertado;914502332;913115238;;sjcinfantilm@cluny-es.com;MADRID;MADRID;MADRID;28039;CALLE  DE SAN RESTITUTO;24
28009291;CPR INF-PRI-SEC;SAN JUAN BAUTISTA;Madrid-Capital;Privado Concertado;914500000;914501951;http://www.educa.madrid.org/cc.sanjuanbautista.madrid;cc.sanjuanbautista.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28039;CALLE  DE FRANCOS RODRÍGUEZ;5
28009422;CPR INF-PRI;SAN RAFAEL ARCANGEL-SANTA LUISA;Madrid-Capital;Privado Concertado;913161723;913161723;http://www.educa.madrid.org/cc.sanrafael.madrid;cc.sanrafael.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28035;CALLE  DE OTERO Y DELAGE;105
28009446;CPR INF-PRI-SEC;SAN VIATOR;Madrid-Capital;Privado Concertado;915697003;915651608;http://www.educa.madrid.org/cc.sanviator.madrid;cc.sanviator.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28026;PLAZA  DE FERNÁNDEZ LADREDA;2
28009458;CPR INF-PRI-SEC;SAN VICENTE;Madrid-Capital;Privado Concertado;913067074;913067074;http://www.educa.madrid.org/cc.sanvicente.madrid;cc.sanvicente.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28022;CALLE  DEL BUTRÓN;33
28009495;CPR INF-PRI;SANTA ELIZABETH;Madrid-Capital;Privado Concertado;915512615;915512615;;cc.santaelizabeth.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28007;CALLE  DE VIERA Y CLAVIJO;14
28009525;CPR INF-PRI-SEC;SANTA GEMA GALGANI;Madrid-Capital;Privado Concertado;917115093;917117216;www.colegio-santagema.es;cc.santagemagalgani.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28024;CALLE  DE ESCALONA;59
28009549;CPR INF-PRI-SEC;REAL COLEGIO SANTA ISABEL-LA ASUNCION;Madrid-Capital;Privado Concertado;915273183;915289845;http://www.educa.madrid.org/cc.rcsantaisabel.madrid;cc.rcsantaisabel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28012;CALLE  DE SANTA ISABEL;46
28009586;CPR INF-PRI;SANTA MARIA;Madrid-Capital;Privado Concertado;913415193;913418780;http://www.educa.madrid.org/cc.santamaria.madrid;cc.santamaria.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28041;CALLE  DE TOLOSA;6
28009641;CPR INF-PRI-SEC;SANTA MARIA DEL PILAR;Madrid-Capital;Privado Concertado;915738007;915040724;http://www.educa.madrid.org/cc.santamariadelpilar.madrid;cc.santamariadelpilar.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28009;CALLE  DE LOS REYES MAGOS;3
28009653;CPR INF-PRI-SEC;SANTA MARIA DE LOS PINOS;Madrid-Capital;Privado Concertado;917783490;91-7783490;http://www.educa.madrid.org/cc.pinos.madrid;cc.pinos.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28018;CALLE  DE ANGELILLO;9
28009781;CPR INF-PRI-SEC;SANTISIMO SACRAMENTO;Madrid-Capital;Privado Concertado;914598763;913114185;http://www.educa.madrid.org/cc.santisimosacramento.madrid;cc.santisimosacramento.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28040;CALLE  DE MARÍA AUXILIADORA;9
28009793;CPR INF-PRI-SEC;SANTISIMO SACRAMENTO;Madrid-Capital;Privado Concertado;914135938;915100216;http://www.educa.madrid.org/cc.ssacramento.madrid;cc.ssacramento.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28043;CALLE  DE ARTURO SORIA;208
28009801;CPR INF-PRI-SEC;SANTO ANGEL DE LA GUARDA;Madrid-Capital;Privado Concertado;917855661;915074266;http://www.educa.madrid.org/cc.sangelguarda.madrid;cc.sangelguarda.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28053;CALLE  DE VILLUERCAS;4
28009823;CPR INF-PRI-SEC;SANTO ANGEL DE LA GUARDA;Madrid-Capital;Privado Concertado;917416154;917423505;http://www.educa.madrid.org/cc.santoangel.madrid;cc.santoangel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28022;CALLE  DE ALCALÁ;587
28009963;CPR INF;VIRGEN DE BEGOÑA;Madrid-Capital;Privado Concertado;917291840;917291840;;eivb@planalfa.es;MADRID;MADRID;MADRID;28034;CALLE  DE ÁNGEL MÚGICA;48
28010060;CPR INF-PRI;VIRGEN DEL PILAR;Madrid-Capital;Privado Concertado;917390277;917319621;http://www.educa.madrid.org/cc.virgendelpilar.madrid;cc.virgendelpilar.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28029;CALLE  DE MELCHOR FERNÁNDEZ ALMAGRO;70
28010436;CPR INF-PRI-SEC;ASUNCION CUESTABLANCA;Madrid-Capital;Privado Concertado;913020549;917662234;http://www.educa.madrid.org/cc.asuncioncuestablanca.madrid;cc.asuncioncuestablanca.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28050;CALLE ;11
28010448;CPR INF-PRI-SEC;SANTA RAFAELA MARIA;Madrid-Capital;Privado Concertado;917858014;917852638;http://www.educa.madrid.org/cc.santarafaelamaria.madrid;cc.santarafaelamaria.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28018;CALLE  DE SANTA RAFAELA MARÍA DEL SAGRADO CORAZÓN;112
28010540;CPR INF-PRI-SEC;DIVINO MAESTRO;Madrid-Capital;Privado Concertado;914649481;914640918;http://www.educa.madrid.org/cc.divinomaestro.madrid;cc.divinomaestro.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28011;PASEO  DE EXTREMADURA;165
28011091;CPR INF-PRI;AFUERA III A;Madrid-Capital;Privado;915516439;915524432;;colegio@afuera.com;MADRID;MADRID;MADRID;28007;CALLE  DE FRANCISCO VITORIA;16
28011209;CPR INF-PRI-SEC;PATROCINIO DE MARIA;Madrid-Capital;Privado Concertado;913001605;913001605;http://www.educa.madrid.org/cc.patrociniodemaria.madrid;cc.patrociniodemaria.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28043;CALLE  DE UMBRÍA;31
28011246;CPR INF-PRI-SEC;AMOR DE DIOS;Madrid-Capital;Privado Concertado;917410114;917415820;http://www.educa.madrid.org/cc.amordedios.madrid;cc.amordedios.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28022;CALLE  DE GUTIÉRREZ CANALES;15
28011258;CPR INF-PRI-SEC;AMOR MISERICORDIOSO;Madrid-Capital;Privado Concertado;915332233;915332507;http://www.educa.madrid.org/cc.amormisericordioso.madrid;cc.amormisericordioso.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28003;PASEO  DE SAN FRANCISCO DE SALES;42
28011261;CPR INF-PRI-SEC;AMOROS;Madrid-Capital;Privado Concertado;915111130;915083064;http://www.educa.madrid.org/cc.amoros.madrid;cc.amoros.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28044;CALLE  DE GÓMEZ DE ARTECHE;28
28011349;CPR INF-PRI;ARCANGEL;Madrid-Capital;Privado Concertado;915523525;915523525;http://www.educa.madrid.org/cc.arcangel.madrid;cc.arcangel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28007;CALLE  DE ÁNGEL GANIVET;17
28011428;CPR INF-PRI-SEC;SANTA BEATRIZ DE SILVA;Madrid-Capital;Privado Concertado;915607943;915607943;http://www.educa.madrid.org/cc.santabeatrizdesilva.madrid;cc.santabeatrizdesilva.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28025;CALLE  DE ALFONSO MARTÍNEZ CONDE;4
28011477;CPR INF-PRI-SEC;CARDENAL SPINOLA;Madrid-Capital;Privado Concertado;913022040;917661395;http://www.educa.madrid.org/cc.cardenalespinola.madrid;cc.cardenalespinola.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28016;CALLE  DEL CARDENAL MARCELO SPINOLA;34
28011490;CPR INF-PRI-SEC;EL CARMELO TERESIANO;Madrid-Capital;Privado Concertado;917052427;917106655;http://www.educa.madrid.org/cc.carmeloteresiano.madrid;cc.carmeloteresiano.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28044;CALLE  DE NUÑOMORAL;1
28011520;CPR INF-PRI;CENTRAL;Madrid-Capital;Privado Concertado;914759629;912450019;http://www.educa.madrid.org/cc.central.madrid;cc.central.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28026;CALLE  DE MANUEL MUÑOZ;9
28011544;CPR INF-PRI-SEC;LICEO SOROLLA B;Madrid-Capital;Privado Concertado;913164327;913168028;http://www.educa.madrid.org/cc.liceosorollab.madrid;cc.liceosorollab.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28035;CALLE  DE NUEVA ZELANDA;21
28011593;CPR INF-PRI-SEC;CIUDAD DE LOS MUCHACHOS;Madrid-Capital;Privado Concertado;914342030;915017177;http://www.educa.madrid.org/cc.ciudaddelosmuchachos.madrid;cc.ciudaddelosmuchachos.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28038;CALLE  DE SANTA MARTA;15
28011623;CPR INF-PRI-SEC;LICEO CONSUL;Madrid-Capital;Privado Concertado;917858714;917858809;http://www.educa.madrid.org/cc.liceoconsul.madrid;cc.liceoconsul.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28053;CALLE  DE PEIRONCELY;7
28011635;CPR INF-PRI-SEC;CORAZON INMACULADO;Madrid-Capital;Privado Concertado;915618049;915614089;http://www.educa.madrid.org/cc.corazoninmaculado.madrid;cc.corazoninmaculado.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28002;CALLE  DE LÓPEZ DE HOYOS;59
28011647;CPR INF-PRI-SEC;CORAZON DE MARIA;Madrid-Capital;Privado Concertado;913671269;913682106;http://www.educa.madrid.org/cc.corazondemaria.madrid;cc.corazondemaria.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DE ZIGIA;1
28011659;CPR INF-PRI-SEC;CORPUS CHRISTI;Madrid-Capital;Privado Concertado;913679327;914086723;http://www.educa.madrid.org/cc.corpuschristi.madrid;cc.corpuschristi.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DE AMARA;4
28011726;CPR INF-PRI-SEC;DECROLY;Madrid-Capital;Privado Concertado;915492505;915492509;http://www.educa.madrid.org/cc.decroly.madrid;cc.decroly.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28015;CALLE  DE GUZMÁN EL BUENO;60
28011763;CPR INF-PRI-SEC;DIVINA PASTORA;Madrid-Capital;Privado Concertado;914331150;914331251;http://www.educa.madrid.org/cc.divinapastora.madrid;cc.divinapastora.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28038;CALLE  DE EMILIO ORTUÑO;13
28011775;CPR INF-PRI-SEC;INSTITUCION DIVINO MAESTRO;Madrid-Capital;Privado Concertado;915329123;915213197;http://www.educa.madrid.org/cc.instituciondivinomaestro.madrid;cc.instituciondivinomaestro.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28015;CALLE  DE SAN VICENTE FERRER;82
28011805;CPR INF-PRI;DULCE NOMBRE DE JESUS;Madrid-Capital;Privado Concertado;917256614;917250677;http://www.educa.madrid.org/cc.dulcenombredejesus.madrid;cc.dulcenombredejesus.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28028;CALLE  DE AGUSTÍN DURÁN;20
28011866;CPR INF-PRI;ESTILO;Madrid-Capital;Privado;915623158;915630736;http://www.educa.madrid.org/cpr.estilo.madrid;colegioestilo@hotmail.com;MADRID;MADRID;MADRID;28002;CALLE  DE SERRANO;182
28011908;CPR INF-PRI-SEC;TAJAMAR;Madrid-Capital;Privado Concertado;914772500;914782036;http://www.educa.madrid.org/cc.tajamar.madrid;cc.tajamar.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28038;CALLE  DE PÍO FELIPE;12
28011911;CPR INF-PRI-SEC;MONTPELLIER;Madrid-Capital;Privado Concertado;914041100;91 4053511;http://www.educa.madrid.org/cc.montpellier.madrid;cc.montpellier.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DE LA VIRGEN DEL VAL;7
28011921;CPR INF-PRI-SEC;SANTA MARIA DE LA HISPANIDAD;Madrid-Capital;Privado Concertado;917412584;917410115;http://www.educa.madrid.org/cc.smdelahispanidad.madrid;cc.smdelahispanidad.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28042;CALLE  DEL VIZCONDE DE UZQUETA;23
28011945;CPR INF-PRI-SEC;FRAY LUIS DE LEON;Madrid-Capital;Privado Concertado;915472400;915595192;http://www.educa.madrid.org/cc.frayluisleon.madrid;cc.frayluisleon.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28008;CALLE  DE EVARISTO SAN MIGUEL;10
28011970;CPR INF-PRI-SEC;GAMO DIANA;Madrid-Capital;Privado Concertado;917176946;;http://www.educa.madrid.org/cc.gamodiana.madrid;cc.gamodiana.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28024;CALLE  DE TEMBLEQUE;104
28012032;CPR INF-PRI-SEC;LOS ROBLES;Madrid-Capital;Privado Concertado;913070330;913572819;http://www.educa.madrid.org/cc.losrobles.madrid;cc.losrobles.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28023;AVENIDA  DE LA OSA MAYOR;239
28012071;CPR INF;HANSEL Y GRETHEL;Madrid-Capital;Privado Concertado;915634996;915611389;;mmatillaf@terra.es;MADRID;MADRID;MADRID;28002;CALLE  DE RODRÍGUEZ MARÍN;46
28012196;CPR INF-PRI-SEC;LA INMACULADA-MARILLAC;Madrid-Capital;Privado Concertado;914453534;915912834;http://www.educa.madrid.org/cc.marillac.madrid;cc.marillac.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28010;CALLE  DE GARCÍA DE PAREDES;37
28012354;CPR INF-PRI-SEC;JESUS MARIA;Madrid-Capital;Privado Concertado;914319520;91435.61.02;http://www.educa.madrid.org/cc.jesusmaria.madrid;cc.jesusmaria.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28006;CALLE  DE JUAN BRAVO;13
28012585;CPR INF-PRI-SEC;LUZ CASANOVA;Madrid-Capital;Privado Concertado;915254929;915254929;http://www.educa.madrid.org/cc.luzcasanova-carabanchel.madrid;cc.luzcasanova-carabanchel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28025;CALLE  DE LA ALONDRA;18
28012603;CPR INF-PRI-SEC;LUZ CASANOVA;Madrid-Capital;Privado Concertado;914753146;914753146;http://www.educa.madrid.org/cc.luzcasanova-usera.madrid;cc.luzcasanova-usera.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28026;CALLE  DE MADRIDEJOS;34
28012640;CPR INF-PRI-SEC;SALESIANOS ATOCHA;Madrid-Capital;Privado Concertado;915062100;915062110;http://www.educa.madrid.org/cc.salesianosatocha.madrid;cc.salesianosatocha.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28012;RONDA  DE ATOCHA;27
28012676;CPR INF-PRI;MARIA CRISTINA;Madrid-Capital;Privado Concertado;914643175;914630279;;cc.cristina.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28011;CALLE  DE ANTILLÓN;6
28012688;CPR INF-PRI-SEC;MARIA REINA;Madrid-Capital;Privado Concertado;913070294;91 3570834;http://www.educa.madrid.org/cc.mariareina-moncloa.madrid;cc.mariareina-moncloa.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28023;CALLE  DE ARANZUEQUE;4
28012767;CPR INF-PRI-SEC;MENESIANO;Madrid-Capital;Privado Concertado;917269804;913567962;http://www.educa.madrid.org/cc.menesiano.madrid;cc.menesiano.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28028;AVENIDA  DE BRASILIA;11
28012779;CPR INF-PRI-SEC;MADRES MERCEDARIAS DE D. JUAN DE ALARCON;Madrid-Capital;Privado Concertado;915224615;915327756;http://www.educa.madrid.org/cc.mmjuandealarcon.madrid;cc.mmjuandealarcon.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28004;CALLE  DE VALVERDE;15
28012810;CPR INF-PRI;LA MILAGROSA;Madrid-Capital;Privado Concertado;914778158;914786412;http://www.educa.madrid.org/cc.lamilagrosa.madrid;cc.lamilagrosa.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28018;CALLE  DEL PUERTO DEL MONASTERIO;35
28012846;CPR INF-PRI-SEC;MINERVA;Madrid-Capital;Privado Concertado;917762511;917762511;http://www.educa.madrid.org/cc.minerva.madrid;cc.minerva.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28032;CALLE  DE VILLARDONDIEGO;15
28012871;CPR INF-PRI-SEC;MONTEALTO;Madrid-Capital;Privado;917388100;917386067;;malt_mjsuances@fomento.edu;MADRID;MADRID;MADRID;28034;CALLE  DE LA MASO;76
28012901;CPR INF-PRI-SEC;NATIVIDAD DE NUESTRA SEÑORA;Madrid-Capital;Privado Concertado;913555686;917130855;http://www.educa.madrid.org/cc.natividadnuestrasenora.madrid;cc.natividadnuestrasenora.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28028;CALLE  DE MARTÍNEZ IZQUIERDO;8
28012949;CPR INF-PRI-SEC;NTRA. SRA. DE LOS ANGELES;Madrid-Capital;Privado Concertado;913176203;913699397;http://www.educa.madrid.org/cc.nsdelosangeles.madrid;cc.nsdelosangeles.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28041;CALLE  DE LA CANCIÓN DEL OLVIDO;55
28012962;CPR INF-PRI-SEC;ASUNCION-VALLECAS;Madrid-Capital;Privado Concertado;914336991;915520042;http://www.educa.madrid.org/cc.asuncion_vallecas.madrid;cc.asuncion_vallecas.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28038;CALLE  DE MONTSENY;25
28013036;CPR INF-PRI-SEC;NTRA. SRA. DEL CARMEN;Madrid-Capital;Privado Concertado;917970146;917960848;http://www.educa.madrid.org/cc.nscarmen.madrid;cc.nscarmen.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28021;AVENIDA  REAL DE PINTO;41
28013048;CPR INF-PRI-SEC;COLEGIO LA MILAGROSA;Madrid-Capital;Privado Concertado;914623066;914623133;http://www.educa.madrid.org/cc.lamilagrosa-carabanchel.madrid;cc.lamilagrosa-carabanchel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28025;CALLE  DE MONSEÑOR OSCAR ROMERO;54
28013051;CPR INF-PRI-SEC;NTRA. SRA. DE LA CONSOLACION;Madrid-Capital;Privado Concertado;913592905;913455059;http://www.educa.madrid.org/cc.nsconsolacion.madrid;cc.nsconsolacion.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28036;PLAZA  DE LA MADRE MOLAS;2
28013097;CPR INF-PRI-SEC;NTRA. SRA. DE LAS ESCUELAS PIAS;Madrid-Capital;Privado Concertado;917183685;917178781;http://www.educa.madrid.org/cc.nsescuelaspias.madrid;cc.nsescuelaspias.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28047;CALLE  DE OCAÑA;191
28013103;CPR INF-PRI-SEC;CALASANCIO-NTRA.SRA.DE LAS ESCUELAS PIAS;Madrid-Capital;Privado Concertado;914449400;914016433;http://www.educa.madrid.org/cc.calasancio.madrid;cc.calasancio.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28006;CALLE  DEL CONDE DE PEÑALVER;51
28013115;CPR INF-PRI-SEC;NTRA. SRA. DE LAS ESCUELAS PIAS;Madrid-Capital;Privado Concertado;914654400;914654511;http://www.educa.madrid.org/cc.escuelaspias.madrid;cc.escuelaspias.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28044;CALLE  DE EUGENIA DE MONTIJO;83
28013188;CPR INF-PRI-SEC;LICEO MADARIAGA;Madrid-Capital;Privado Concertado;914061491;914061491;http://www.educa.madrid.org/cc.liceomadariaga.madrid;cc.liceomadariaga.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28017;CALLE  DE FRANCISCO MADARIAGA;11
28013191;CPR INF-PRI-SEC;REAL COLEGIO NTRA. SRA. DE LORETO;Madrid-Capital;Privado Concertado;915733210;915737624;http://www.educa.madrid.org/cc.realcolegionsloreto.madrid;cc.realcolegionsloreto.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28009;;61
28013255;CPR INF-PRI-SEC;NTRA. SRA. DE LA MERCED;Madrid-Capital;Privado Concertado;913508706;913502909;http://www.educa.madrid.org/cc.nsmerced.madrid;cc.nsmerced.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28016;AVENIDA  DE ALFONSO XIII;165
28013279;CPR INF-PRI;NTRA. SRA. DE LA MERCED;Madrid-Capital;Privado Concertado;914727650;914722261;http://www.educa.madrid.org/cc.nsdelamerced-carabanchel.madrid;cc.nsdelamerced-carabanchel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28019;CALLE  DE ZAIDA;87
28013280;CPR INF-PRI-SEC;NTRA. SRA. DE LA MERCED;Madrid-Capital;Privado Concertado;913556394;913611306;http://www.educa.madrid.org/cc.nsdelamerced.madrid;cc.nsdelamerced.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28017;CALLE  DE JOSÉ LUIS DE ARRESE;5
28013371;CPR INF-PRI-SEC;NTRA. SRA. DEL RECUERDO;Madrid-Capital;Privado Concertado;913022640;91 3839668;http://www.educa.madrid.org/cc.nsdelrecuerdo.madrid;cc.nsdelrecuerdo.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28036;PLAZA  DEL DUQUE DE PASTRANA;5
28013383;CPR INF-PRI-SEC;HUERFANOS DE LA ARMADA;Madrid-Capital;Privado;913795595;913795592;;secretaria@colegiocha.com;MADRID;MADRID;MADRID;28033;CALLE  DE ARTURO SORIA;278
28013395;CPR INF-PRI-SEC;NTRA. SRA. DE LA SABIDURIA;Madrid-Capital;Privado Concertado;913595027;913508186;http://www.educa.madrid.org/cc.nsdelasabiduria.madrid;cc.nsdelasabiduria.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28016;CALLE  DE JOSÉ RODRÍGUEZ PINILLA;12
28013401;CPR INF-PRI-SEC;NTRA. SRA. DEL SAGRADO CORAZON;Madrid-Capital;Privado Concertado;914639400;914797260;http://www.educa.madrid.org/cc.nssagradocorazon.madrid;cc.nssagradocorazon.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28011;CALLE  DE LA GRANDEZA ESPAÑOLA;89
28013413;CPR INF-PRI-SEC;NTRA. SRA. SANTA MARIA;Madrid-Capital;Privado;913883202;913883240;http://www.educa.madrid.org/cpr.ntrasrasantamaria.madrid;rjuarez@cnssm.es,cnssm@cnssm.es;MADRID;MADRID;MADRID;28043;RONDA  DE SOBRADIEL;80
28013450;CPR INF-PRI-SEC;NTRA. SRA. DE LAS VICTORIAS;Madrid-Capital;Privado Concertado;914035303;914047292;http://www.educa.madrid.org/cc.nsvictorias.madrid;cc.nsvictorias.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28017;CALLE  DEL APÓSTOL SANTIAGO;72
28013504;CPR INF-PRI-SEC;PATROCINIO DE SAN JOSE;Madrid-Capital;Privado Concertado;915359840;915359841;http://www.educa.madrid.org/cc.patrociniodesanjose.madrid;cc.patrociniodesanjose.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28020;CALLE  DEL GENERAL MOSCARDÓ;24
28013565;CPR INF-PRI-SEC;PUREZA DE MARIA;Madrid-Capital;Privado Concertado;915736001;914091150;http://www.educa.madrid.org/cc.purezademaria.madrid;cc.purezademaria.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28007;CALLE  DE LIRA;10
